Difference (Minutes),1,,Difference (Minutes),1
Enc_Stop_Sequence__10250,0.007603518,,Enc_Transit_Date__4/10/2020,-0.008194831
Enc_Stop_Sequence__10251,-0.00983204,,Enc_Stop_Sequence__10887,-0.008218516
Enc_Stop_Sequence__10252,-0.015151693,,Enc_Transit_Date__8/20/2020,-0.008244816
Enc_Stop_Sequence__10253,-0.012402739,,Enc_Transit_Date__11/5/2020,-0.008255088
Enc_Stop_Sequence__10254,0.016121945,,Enc_Transit_Date__4/15/2020,-0.008284244
Enc_Stop_Sequence__10255,0.001712631,,Enc_Day_of_Week__5108,-0.008287284
Enc_Stop_Sequence__10256,0.017363846,,Enc_Stop_Sequence__10821,-0.008309569
Enc_Stop_Sequence__10257,-0.024266006,,Enc_Stop_ID__0.347,-0.008347329
Enc_Stop_Sequence__10258,-0.000480055,,Enc_Day_of_Week__5105,-0.008370367
Enc_Stop_Sequence__10259,0.003617925,,Enc_Transit_Date__6/23/2020,-0.008379173
Enc_Stop_Sequence__10260,-0.025709153,,Enc_Day_of_Week__4699,-0.008385169
Enc_Stop_Sequence__10261,-0.014860426,,Enc_Stop_Sequence__10875,-0.008419818
Enc_Stop_Sequence__10262,-0.011912545,,Enc_Transit_Date__7/27/2020,-0.008432018
Enc_Stop_Sequence__10263,-0.009515408,,Enc_Day_of_Week__4812,-0.008432822
Enc_Stop_Sequence__10264,-0.006113148,,Enc_Transit_Date__11/23/2020,-0.008486876
Enc_Stop_Sequence__10265,-0.00523993,,Enc_Transit_Date__10/13/2020,-0.008487332
Enc_Stop_Sequence__10266,-0.016052743,,Enc_Day_of_Week__5078,-0.008487425
Enc_Stop_Sequence__10267,0.007859014,,Enc_Transit_Date__11/11/2020,-0.008491349
Enc_Stop_Sequence__10268,0.002632395,,Enc_Stop_Sequence__10823,-0.008499916
Enc_Stop_Sequence__10269,0.007837025,,Enc_Badge_#__5,-0.008511106
Enc_Stop_Sequence__10270,-0.008741443,,Enc_Stop_Sequence__10235,-0.008577462
Enc_Stop_Sequence__10271,0.0032629,,Enc_Stop_Sequence__10893,-0.008656129
Enc_Stop_Sequence__10272,-0.001896049,,Enc_Transit_Date__3/31/2020,-0.008670515
Enc_Stop_Sequence__10273,-0.013057547,,Enc_Transit_Date__9/21/2020,-0.008678826
Enc_Stop_Sequence__10274,-0.007849212,,Enc_Stop_Sequence__10270,-0.008741443
Enc_Stop_Sequence__10275,-0.020218767,,Enc_Day_of_Week__4516,-0.008890533
Enc_Stop_Sequence__10276,0.003240456,,Enc_Stop_Sequence__10896,-0.008972846
Enc_Stop_Sequence__10277,-0.002478251,,Enc_Stop_Sequence__10225,-0.00897714
Enc_Stop_Sequence__10278,0.022795801,,Enc_Day_of_Week__4932,-0.008993005
Enc_Stop_Sequence__10279,-0.003674042,,Enc_Stop_Sequence__10884,-0.009033298
Enc_Stop_Sequence__10280,0.009350299,,Enc_Day_of_Week__3152,-0.009042924
Enc_Stop_Sequence__10281,-0.004161975,,Enc_Day_of_Week__4706,-0.009062247
Enc_Stop_Sequence__10282,-0.00248283,,Enc_Stop_Sequence__10165,-0.009068473
Enc_Stop_Sequence__10283,0.003981161,,Enc_Transit_Date__8/14/2020,-0.009069339
Enc_Stop_Sequence__10284,0.00145225,,Enc_Stop_Sequence__10697,-0.009133277
Enc_Stop_Sequence__10285,0.014561441,,Enc_Day_of_Week__4425,-0.009271626
Enc_Stop_Sequence__10286,-0.005735548,,Enc_Stop_Sequence__10220,-0.009273633
Enc_Stop_Sequence__10287,0.023335985,,Enc_Day_of_Week__4902,-0.009305394
Enc_Stop_Sequence__10288,-0.018179314,,Enc_Transit_Date__3/26/2020,-0.009323768
Enc_Stop_Sequence__10289,0.00285307,,Enc_Transit_Date__9/3/2020,-0.00942775
Enc_Stop_Sequence__10290,0.028869437,,Enc_Stop_Sequence__10222,-0.009428223
Enc_Stop_Sequence__10291,-0.006547868,,Enc_Transit_Date__4/14/2020,-0.009449518
Enc_Stop_Sequence__10292,0.025939713,,Enc_Stop_Sequence__10263,-0.009515408
Enc_Stop_Sequence__10293,0.019152767,,Enc_Day_of_Week__4647,-0.009535629
Enc_Stop_Sequence__10294,0.013311378,,Enc_Day_of_Week__3694,-0.009606559
Enc_Stop_Sequence__10296,0.010590077,,Enc_Day_of_Week__4525,-0.009616802
Enc_Stop_Sequence__10297,0.018773437,,Enc_Day_of_Week__3319,-0.009621965
Enc_Stop_Sequence__10298,-0.001314571,,Enc_Transit_Date__3/23/2020,-0.009775697
Enc_Stop_Sequence__10299,-0.002982808,,Enc_Stop_Sequence__10251,-0.00983204
Enc_Stop_Sequence__10300,-0.007094179,,Enc_Transit_Date__4/1/2020,-0.009852202
Enc_Stop_Sequence__10301,-0.001329709,,Enc_Day_of_Week__3777,-0.009897422
Enc_Stop_Sequence__10601,-0.00286887,,Enc_Day_of_Week__4567,-0.009984457
Enc_Stop_Sequence__10602,-0.002583773,,Enc_Day_of_Week__4482,-0.009997361
Enc_Stop_Sequence__10603,0.017435743,,Enc_Day_of_Week__4424,-0.010049187
Enc_Stop_Sequence__10604,0.008683149,,Enc_Day_of_Week__3215,-0.010060407
Enc_Stop_Sequence__10605,0.00144139,,Enc_Day_of_Week__4496,-0.01008401
Enc_Stop_Sequence__10606,0.00901094,,Enc_Stop_Sequence__10848,-0.010160867
Enc_Stop_Sequence__10607,0.015295714,,Enc_Actual_Hour_Depart__19,-0.010194866
Enc_Stop_Sequence__10608,0.021207831,,Enc_Stop_Sequence__10238,-0.010269409
Enc_Stop_Sequence__10609,0.013757221,,Enc_Day_of_Week__4677,-0.010271793
Enc_Stop_Sequence__10610,0.004898696,,Enc_Stop_Sequence__10890,-0.010350019
Enc_Stop_Sequence__10611,0.018386429,,Enc_Transit_Date__9/28/2020,-0.01035815
Enc_Stop_Sequence__10612,0.003934431,,Enc_Transit_Date__3/18/2020,-0.010362556
Enc_Stop_Sequence__10613,0.025005923,,Enc_Transit_Date__5/22/2020,-0.01043346
Enc_Stop_Sequence__10614,0.016194787,,Enc_Day_of_Week__3516,-0.01044545
Enc_Stop_Sequence__10615,0.022041048,,Enc_Day_of_Week__5079,-0.010460025
Enc_Stop_Sequence__10616,0.001402768,,Enc_Stop_Sequence__10234,-0.010465264
Enc_Stop_Sequence__10630,-0.001728845,,Enc_Day_of_Week__5045,-0.01060441
Enc_Stop_Sequence__10631,-0.00390257,,Enc_Day_of_Week__5037,-0.010638941
Enc_Stop_Sequence__10632,-0.004966496,,Enc_Stop_Sequence__10230,-0.010726759
Enc_Stop_Sequence__10634,0.000172815,,Enc_Transit_Date__3/27/2020,-0.010793349
Enc_Stop_Sequence__10635,0.004844363,,Enc_Day_of_Week__4371,-0.010848992
Enc_Stop_Sequence__10636,-0.002724878,,Enc_Transit_Date__4/23/2020,-0.010932206
Enc_Stop_Sequence__10660,0.000713574,,Enc_Stop_ID__5.397,-0.010975727
Enc_Stop_Sequence__10689,0.006215237,,Enc_Transit_Date__10/6/2020,-0.011000479
Enc_Stop_Sequence__10690,-0.012612843,,Enc_Transit_Date__10/8/2020,-0.011039131
Enc_Stop_Sequence__10691,-0.002149824,,Enc_Transit_Date__4/9/2020,-0.011049393
Enc_Stop_Sequence__10692,-0.000750991,,Enc_Day_of_Week__4543,-0.011191487
Enc_Stop_Sequence__10693,0.002443508,,Enc_Stop_Sequence__10892,-0.011387815
Enc_Stop_Sequence__10694,-0.00120221,,Enc_Day_of_Week__4730,-0.011433169
Enc_Stop_Sequence__10695,0.028411161,,Enc_Transit_Date__4/22/2020,-0.011571792
Enc_Stop_Sequence__10696,-0.012166465,,Enc_Stop_ID__1.035,-0.011622321
Enc_Stop_Sequence__10697,-0.009133277,,Enc_Stop_Sequence__10262,-0.011912545
Enc_Stop_Sequence__10698,0.013369131,,Enc_Day_of_Week__4522,-0.012099302
Enc_Stop_Sequence__10699,-0.005109812,,Enc_Day_of_Week__3763,-0.012125232
Enc_Stop_Sequence__10700,-0.006088203,,Enc_Day_of_Week__4816,-0.012151316
Enc_Stop_Sequence__10701,0.000621191,,Enc_Stop_Sequence__10696,-0.012166465
Enc_Stop_Sequence__10702,0.010269707,,Enc_Stop_Sequence__10236,-0.012259737
Enc_Stop_Sequence__10703,-0.007889781,,Enc_Actual_Hour_Depart__5,-0.012265813
Enc_Stop_Sequence__10704,-0.004224069,,Enc_Day_of_Week__3766,-0.012275753
Enc_Stop_Sequence__10705,0.008933733,,Enc_Day_of_Week__5109,-0.012334785
Enc_Stop_Sequence__10706,-0.003242703,,Enc_Transit_Date__6/26/2020,-0.01235833
Enc_Stop_Sequence__10707,0.034653684,,Enc_Stop_Sequence__10253,-0.012402739
Enc_Stop_Sequence__10708,-0.006019079,,Enc_Transit_Date__11/27/2020,-0.012467767
Enc_Stop_Sequence__10709,-0.004787162,,Enc_Day_of_Week__4667,-0.012468405
Enc_Stop_Sequence__10710,-0.000443086,,Enc_Stop_Sequence__10216,-0.012494226
Enc_Stop_Sequence__10711,0.012870986,,Enc_Transit_Date__8/13/2020,-0.012534841
Enc_Stop_Sequence__10801,-0.00093109,,Enc_Stop_Sequence__10217,-0.012565682
Enc_Stop_Sequence__10802,-0.00181326,,Enc_Day_of_Week__4756,-0.012583719
Enc_Stop_Sequence__10803,0.0083897,,Enc_Stop_Sequence__10690,-0.012612843
Enc_Stop_Sequence__10804,0.005382224,,Enc_Day_of_Week__3835,-0.012694941
Enc_Stop_Sequence__10805,-0.002499079,,Enc_Stop_Sequence__10215,-0.012781011
Enc_Stop_Sequence__10806,-0.000334026,,Enc_Transit_Date__4/13/2020,-0.012832364
Enc_Stop_Sequence__10807,-0.004316763,,Enc_Day_of_Week__5044,-0.012940781
Enc_Stop_Sequence__10808,0.003461595,,Enc_Transit_Date__3/25/2020,-0.013019524
Enc_Stop_Sequence__10809,-1.66E-05,,Enc_Stop_Sequence__10273,-0.013057547
Enc_Stop_Sequence__10810,0.010026784,,Enc_Day_of_Week__3831,-0.013191538
Enc_Stop_Sequence__10811,-0.000870211,,Enc_Day_of_Week__5082,-0.013399472
Enc_Stop_Sequence__10812,-0.00072668,,Enc_Day_of_Week__3088,-0.013496251
Enc_Stop_Sequence__10813,0.00131669,,Enc_Transit_Date__4/2/2020,-0.013497658
Enc_Stop_Sequence__10814,-0.001747761,,Enc_Stop_ID__25.083,-0.013516818
Enc_Stop_Sequence__10816,-0.002116475,,Enc_Day_of_Week__3172,-0.013571922
Enc_Stop_Sequence__10817,0.033136283,,Enc_Actual_Hour_Depart__4,-0.014055651
Enc_Stop_Sequence__10818,0.00259039,,Enc_Day_of_Week__5022,-0.014075323
Enc_Stop_Sequence__10820,-0.0010112,,Enc_Actual_Hour_Depart__3,-0.014122388
Enc_Stop_Sequence__10821,-0.008309569,,Enc_Stop_Sequence__10224,-0.014582418
Enc_Stop_Sequence__10823,-0.008499916,,Enc_Day_of_Week__3264,-0.014588067
Enc_Stop_Sequence__10827,-0.001861578,,Enc_Day_of_Week__3005,-0.014596515
Enc_Stop_Sequence__10828,-0.004409802,,Enc_Transit_Date__4/3/2020,-0.014797706
Enc_Stop_Sequence__10831,-0.003410228,,Enc_Day_of_Week__4366,-0.014829887
Enc_Stop_Sequence__10834,0.002830837,,Enc_Stop_Sequence__10261,-0.014860426
Enc_Stop_Sequence__10835,-0.004552272,,Enc_Stop_Sequence__10252,-0.015151693
Enc_Stop_Sequence__10837,0.002202697,,Enc_Stop_Sequence__10886,-0.015364964
Enc_Stop_Sequence__10842,0.004081967,,Enc_Day_of_Week__4946,-0.015500593
Enc_Stop_Sequence__10846,-0.004831706,,Enc_Day_of_Week__3050,-0.015850748
Enc_Stop_Sequence__10848,-0.010160867,,Enc_Stop_Sequence__10266,-0.016052743
Enc_Stop_Sequence__10850,0.000174324,,Enc_Day_of_Week__4953,-0.016091553
Enc_Stop_Sequence__10856,0.010321226,,Enc_Day_of_Week__3101,-0.016111326
Enc_Stop_Sequence__10869,0.002049272,,Enc_Day_of_Week__4104,-0.016544121
Enc_Stop_Sequence__10871,-0.003831402,,Enc_Day_of_Week__4829,-0.016629054
Enc_Stop_Sequence__10875,-0.008419818,,Enc_Day_of_Week__3240,-0.017093022
Enc_Stop_Sequence__10876,-0.000750991,,Enc_Badge_#__9,-0.01776305
Enc_Stop_Sequence__10883,-0.002972854,,Enc_Stop_Sequence__10288,-0.018179314
Enc_Stop_Sequence__10884,-0.009033298,,Enc_Day_of_Week__4487,-0.019035451
Enc_Stop_Sequence__10885,-0.00188669,,Enc_Actual_Hour_Depart__8,-0.019682925
Enc_Stop_Sequence__10886,-0.015364964,,Enc_Stop_Sequence__10275,-0.020218767
Enc_Stop_Sequence__10887,-0.008218516,,Enc_Miles__Monday,-0.021019134
Enc_Stop_Sequence__10888,-0.002051995,,Enc_Day_of_Week__4814,-0.021049404
Enc_Stop_Sequence__10889,0.019054545,,Enc_Actual_Hour_Depart__9,-0.021285309
Enc_Stop_Sequence__10890,-0.010350019,,Enc_Day_of_Week__3821,-0.021827409
Enc_Stop_Sequence__10891,0.00692778,,Enc_Block_Number__2818,-0.022132874
Enc_Stop_Sequence__10892,-0.011387815,,Enc_Stop_ID__21.067,-0.022226488
Enc_Stop_Sequence__10893,-0.008656129,,Enc_Day_of_Week__3463,-0.022352396
Enc_Stop_Sequence__10894,-0.007436749,,Enc_Actual_Hour_Depart__11,-0.022561134
Enc_Stop_Sequence__10895,0.003800714,,Enc_Stop_ID__23.769,-0.022632296
Enc_Stop_Sequence__10896,-0.008972846,,Enc_Block_Number__2594,-0.0232185
Enc_Stop_Sequence__10897,0.026550879,,Enc_Actual_Hour_Depart__6,-0.02324352
Enc_Stop_Sequence__10898,-0.002562465,,Enc_Day_of_Week__3146,-0.023299296
Enc_Stop_Sequence__10899,-0.008083617,,Enc_Stop_ID__8.531,-0.024227296
Enc_Stop_Sequence__10900,-0.002546987,,Enc_Day_of_Week__4696,-0.024251723
Enc_Stop_Sequence__10901,0.027362596,,Enc_Stop_Sequence__10257,-0.024266006
Enc_Stop_Sequence__10902,-0.004766284,,Enc_Day_of_Week__4246,-0.024363805
Enc_Stop_Sequence__11657,0.012908623,,Enc_Day_of_Week__4840,-0.024518929
Enc_Stop_Sequence__11658,0.013812266,,Enc_Day_of_Week__3948,-0.025376744
Enc_Stop_Sequence__11662,0.005889823,,Enc_Stop_Sequence__10260,-0.025709153
Enc_Stop_Sequence__11664,0.024606172,,Enc_Day_of_Week__3899,-0.025933462
Enc_Stop_Sequence__11665,0.013596836,,Enc_Badge_#__7,-0.026170461
Enc_Badge_#__2,0.025823256,,Enc_Day_of_Week__4630,-0.026547694
Enc_Badge_#__3,-0.001183587,,Enc_Block_Number__897,-0.026874983
Enc_Badge_#__4,-0.008100453,,Enc_Day_of_Week__3145,-0.027729086
Enc_Badge_#__5,-0.008511106,,Enc_Stop_ID__4.491,-0.027867829
Enc_Badge_#__6,-0.008143465,,Enc_Actual_Hour_Depart__7,-0.028321459
Enc_Badge_#__7,-0.026170461,,Enc_Badge_#__18,-0.028737145
Enc_Badge_#__8,0.006550757,,Enc_Block_Number__2028,-0.028909951
Enc_Badge_#__9,-0.01776305,,Enc_Stop_ID__22.961,-0.031529341
Enc_Badge_#__10,0.012852436,,Enc_Actual_Hour_Depart__10,-0.033478486
Enc_Badge_#__11,0.016465562,,Enc_Badge_#__15,-0.036544614
Enc_Badge_#__12,0.017320685,,Enc_Block_Number__2656,-0.037139995
Enc_Badge_#__13,0.030554124,,Enc_Day_of_Week__4308,-0.043440462
Enc_Badge_#__15,-0.036544614,,Enc_Transit_Date__12/21/2020,-0.05677451
Enc_Badge_#__17,-0.004740317,,Enc_Stop_Sequence__10210,-0.062560036
Enc_Badge_#__18,-0.028737145,,Transit Date Month,-0.080975735
