Difference (Minutes),1,,Difference (Minutes),1
Enc_Transit_Date__8/18/2019,0.004131572,,Enc_Day_of_Week__4937,0.00661807
Enc_Transit_Date__8/19/2019,-0.009683574,,Enc_Day_of_Week__4864,0.006559809
Enc_Transit_Date__8/2/2019,-0.007353833,,Enc_Day_of_Week__4792,0.006480485
Enc_Transit_Date__8/20/2019,-0.000486292,,Enc_Day_of_Week__4519,0.006408782
Enc_Transit_Date__8/21/2019,-0.002592274,,Enc_Stop_Sequence__10684,0.006402072
Enc_Transit_Date__8/22/2019,0.010022515,,Enc_Day_of_Week__3239,0.006351591
Enc_Transit_Date__8/23/2019,-0.005049115,,Enc_Stop_ID__47.537,0.006295317
Enc_Transit_Date__8/24/2019,0.014724277,,Enc_Stop_Sequence__10693,0.006277602
Enc_Transit_Date__8/25/2019,0.003027881,,Enc_Stop_ID__43.8,0.006241448
Enc_Transit_Date__8/26/2019,0.001507929,,Enc_Transit_Date__2/11/2019,0.006231088
Enc_Transit_Date__8/27/2019,0.000740322,,Enc_Transit_Date__11/19/2019,0.006114981
Enc_Transit_Date__8/28/2019,-0.005465314,,Enc_Day_of_Week__5055,0.006073008
Enc_Transit_Date__8/29/2019,0.023910912,,Enc_Day_of_Week__5056,0.005994316
Enc_Transit_Date__8/3/2019,-0.000552657,,Enc_Day_of_Week__3476,0.005957264
Enc_Transit_Date__8/30/2019,-0.005888533,,Enc_Stop_Sequence__10802,0.005930577
Enc_Transit_Date__8/31/2019,-0.003185835,,Enc_Day_of_Week__4823,0.005906834
Enc_Transit_Date__8/4/2019,-0.006478152,,Enc_Day_of_Week__4649,0.005870671
Enc_Transit_Date__8/5/2019,-0.009100589,,Enc_Transit_Date__11/28/2019,0.005865663
Enc_Transit_Date__8/6/2019,-0.010255505,,Enc_Stop_Sequence__10609,0.005754325
Enc_Transit_Date__8/7/2019,-0.003263754,,Enc_Transit_Date__12/30/2019,0.005752958
Enc_Transit_Date__8/8/2019,0.004412938,,Enc_Stop_Sequence__10293,0.005714691
Enc_Transit_Date__8/9/2019,-0.011183851,,Enc_Day_of_Week__3181,0.00571418
Enc_Transit_Date__9/1/2019,5.72E-06,,Enc_Transit_Date__9/10/2019,0.005692862
Enc_Transit_Date__9/10/2019,0.005692862,,Enc_Day_of_Week__4708,0.005675625
Enc_Transit_Date__9/11/2019,0.002787283,,Enc_Day_of_Week__4740,0.00558856
Enc_Transit_Date__9/12/2019,0.020247218,,Enc_Day_of_Week__5004,0.005548428
Enc_Transit_Date__9/13/2019,0.006662149,,Enc_Transit_Date__6/11/2019,0.00549779
Enc_Transit_Date__9/14/2019,0.013110814,,Enc_Day_of_Week__4983,0.005463318
Enc_Transit_Date__9/15/2019,-0.005722719,,Enc_Day_of_Week__5005,0.005421034
Enc_Transit_Date__9/16/2019,-0.010072563,,Enc_Badge_#__8,0.005374666
Enc_Transit_Date__9/17/2019,0.01645828,,Enc_Day_of_Week__4253,0.005304613
Enc_Transit_Date__9/18/2019,0.00996134,,Enc_Day_of_Week__4299,0.005263238
Enc_Transit_Date__9/19/2019,0.010543058,,Enc_Transit_Date__4/13/2019,0.0052214
Enc_Transit_Date__9/2/2019,-0.00514036,,Enc_Transit_Date__12/15/2019,0.005137051
Enc_Transit_Date__9/20/2019,0.017562769,,Enc_Day_of_Week__4960,0.005113626
Enc_Transit_Date__9/21/2019,0.012741513,,Enc_Transit_Date__4/6/2019,0.005095981
Enc_Transit_Date__9/22/2019,0.000332133,,Enc_Transit_Date__5/8/2019,0.005057131
Enc_Transit_Date__9/23/2019,0.007602609,,Enc_Day_of_Week__5037,0.005002212
Enc_Transit_Date__9/24/2019,0.010305547,,Enc_Stop_Sequence__10610,0.00488426
Enc_Transit_Date__9/25/2019,-0.003733111,,Enc_Day_of_Week__4907,0.004878451
Enc_Transit_Date__9/26/2019,0.008921753,,Enc_Day_of_Week__4641,0.004877299
Enc_Transit_Date__9/27/2019,-0.009197751,,Enc_Transit_Date__12/16/2019,0.004850004
Enc_Transit_Date__9/28/2019,-0.003654447,,Enc_Stop_Sequence__10313,0.004822798
Enc_Transit_Date__9/29/2019,-0.003561924,,Enc_Stop_ID__5.303,0.004778555
Enc_Transit_Date__9/3/2019,-0.000158848,,Enc_Day_of_Week__4658,0.004731867
Enc_Transit_Date__9/30/2019,-0.003220106,,Enc_Stop_Sequence__10255,0.004721455
Enc_Transit_Date__9/4/2019,0.002713874,,Enc_Transit_Date__12/8/2019,0.004688384
Enc_Transit_Date__9/5/2019,0.001296285,,Enc_Transit_Date__11/23/2019,0.004574394
Enc_Transit_Date__9/6/2019,0.004083507,,Enc_Day_of_Week__3480,0.004532969
Enc_Transit_Date__9/7/2019,0.009123549,,Enc_Transit_Date__2/21/2019,0.004521229
Enc_Transit_Date__9/8/2019,-0.005360483,,Enc_Day_of_Week__4742,0.00447626
Enc_Transit_Date__9/9/2019,-0.000793297,,Enc_Day_of_Week__4817,0.004443948
Enc_Day_of_Week__3001,-0.004751266,,Enc_Transit_Date__3/18/2019,0.004422942
Enc_Day_of_Week__3004,-0.002282759,,Enc_Transit_Date__8/8/2019,0.004412938
Enc_Day_of_Week__3005,-0.020418618,,Enc_Day_of_Week__5050,0.004376091
Enc_Day_of_Week__3007,0.010615472,,Enc_Stop_Sequence__10716,0.004352454
Enc_Day_of_Week__3017,0.013260744,,Enc_Day_of_Week__4483,0.0042835
Enc_Day_of_Week__3029,-0.005497485,,Enc_Transit_Date__10/2/2019,0.004251791
Enc_Day_of_Week__3030,0.020525619,,Enc_Transit_Date__12/20/2019,0.004229381
Enc_Day_of_Week__3032,0.017287327,,Enc_Day_of_Week__4553,0.004197109
Enc_Day_of_Week__3050,-0.022121896,,Enc_Day_of_Week__4918,0.00419596
Enc_Day_of_Week__3064,0.012329329,,Enc_Day_of_Week__4849,0.00418314
Enc_Day_of_Week__3097,-0.002550999,,Enc_Day_of_Week__4950,0.004173456
Enc_Day_of_Week__3098,0.034759936,,Enc_Transit_Date__8/18/2019,0.004131572
Enc_Day_of_Week__3101,-0.017828146,,Enc_Transit_Date__9/6/2019,0.004083507
Enc_Day_of_Week__3103,-0.023758572,,Enc_Day_of_Week__4893,0.00407821
Enc_Day_of_Week__3119,-0.009275237,,Enc_Stop_ID__2.928,0.00400061
Enc_Day_of_Week__3145,-0.028332425,,Enc_Day_of_Week__4946,0.003963766
Enc_Day_of_Week__3146,-0.012561601,,Enc_Stop_Sequence__10697,0.003953483
Enc_Day_of_Week__3158,-0.03009958,,Enc_Day_of_Week__4744,0.003928503
Enc_Day_of_Week__3172,-0.001179285,,Enc_Transit_Date__6/13/2019,0.003818841
Enc_Day_of_Week__3178,0.011429237,,Enc_Stop_Sequence__10285,0.003812773
Enc_Day_of_Week__3181,0.00571418,,Enc_Stop_Sequence__10803,0.003807959
Enc_Day_of_Week__3191,0.002517771,,Enc_Day_of_Week__4521,0.003738412
Enc_Day_of_Week__3194,0.013712101,,Enc_Day_of_Week__4043,0.003723379
Enc_Day_of_Week__3215,-0.034837178,,Enc_Day_of_Week__3218,0.003663025
Enc_Day_of_Week__3218,0.003663025,,Enc_Stop_ID__32.299,0.003646625
Enc_Day_of_Week__3224,0.023668624,,Enc_Transit_Date__4/4/2019,0.003617166
Enc_Day_of_Week__3232,0.00722759,,Enc_Day_of_Week__4981,0.003572329
Enc_Day_of_Week__3239,0.006351591,,Enc_Day_of_Week__3260,0.003566552
Enc_Day_of_Week__3240,-0.031313821,,Enc_Day_of_Week__4678,0.003561698
Enc_Day_of_Week__3253,-0.005859694,,Enc_Day_of_Week__4633,0.00355745
Enc_Day_of_Week__3257,0.03474871,,Enc_Transit_Date__11/18/2019,0.003540818
Enc_Day_of_Week__3258,0.003175361,,Enc_Badge_#__10,0.003481409
Enc_Day_of_Week__3260,0.003566552,,Enc_Day_of_Week__4987,0.003479789
Enc_Day_of_Week__3264,-0.011798563,,Enc_Transit_Date__10/8/2019,0.003472001
Enc_Day_of_Week__3272,-0.010638262,,Enc_Day_of_Week__4683,0.003460015
Enc_Day_of_Week__3278,0.007344305,,Enc_Stop_Sequence__10278,0.003423561
Enc_Day_of_Week__3282,-0.009707015,,Enc_Badge_#__11,0.003404597
Enc_Day_of_Week__3291,0.030739665,,Enc_Transit_Date__3/12/2019,0.003401709
Enc_Day_of_Week__3295,0.025508816,,Enc_Day_of_Week__4928,0.003297441
Enc_Day_of_Week__3304,-0.024032117,,Enc_Day_of_Week__3258,0.003175361
Enc_Day_of_Week__3319,-0.010153194,,Enc_Stop_ID__17.062,0.003170919
Enc_Day_of_Week__3327,0.018328843,,Enc_Day_of_Week__4575,0.003087128
Enc_Day_of_Week__3367,0.002187932,,Enc_Transit_Date__5/22/2019,0.003038061
Enc_Day_of_Week__3392,0.014539521,,Enc_Transit_Date__8/25/2019,0.003027881
Enc_Day_of_Week__3416,0.000528092,,Enc_Day_of_Week__4982,0.002917609
Enc_Day_of_Week__3421,-0.008888497,,Enc_Day_of_Week__4956,0.002901796
Enc_Day_of_Week__3463,-0.017512756,,Enc_Stop_Sequence__10718,0.002887374
Enc_Day_of_Week__3465,0.000549067,,Enc_Day_of_Week__5007,0.00284382
Enc_Day_of_Week__3474,0.010750091,,Enc_Day_of_Week__4808,0.002830858
Enc_Day_of_Week__3476,0.005957264,,Enc_Transit_Date__3/17/2019,0.002821274
Enc_Day_of_Week__3480,0.004532969,,Enc_Day_of_Week__4666,0.002810688
Enc_Day_of_Week__3501,-0.002712143,,Enc_Transit_Date__10/24/2019,0.002802512
Enc_Day_of_Week__3511,-0.00598221,,Enc_Transit_Date__9/11/2019,0.002787283
Enc_Day_of_Week__3516,-0.034473666,,Enc_Day_of_Week__4698,0.002764697
Enc_Day_of_Week__3572,0.001321493,,Enc_Day_of_Week__4990,0.002749691
Enc_Day_of_Week__3615,-0.000992392,,Enc_Stop_Sequence__10904,0.002715757
Enc_Day_of_Week__3618,-0.007484671,,Enc_Transit_Date__9/4/2019,0.002713874
Enc_Day_of_Week__3647,-0.014885111,,Enc_Badge_#__9,0.002666603
Enc_Day_of_Week__3676,0.010429601,,Enc_Stop_Sequence__10690,0.002614639
Enc_Day_of_Week__3691,-0.001702026,,Enc_Day_of_Week__4933,0.002598612
Enc_Day_of_Week__3707,0.048454543,,Enc_Transit_Date__4/17/2019,0.002578604
Enc_Day_of_Week__3723,0.011187392,,Enc_Day_of_Week__4836,0.002564857
Enc_Day_of_Week__3725,0.001876995,,Enc_Badge_#__7,0.002554446
Enc_Day_of_Week__3753,-0.023454799,,Enc_Day_of_Week__3191,0.002517771
Enc_Day_of_Week__3763,-0.015629907,,Enc_Transit_Date__10/6/2019,0.002496583
Enc_Day_of_Week__3766,-0.03518535,,Enc_Day_of_Week__4681,0.00248719
Enc_Day_of_Week__3770,0.00097121,,Enc_Miles__Tuesday,0.002389779
Enc_Day_of_Week__3777,0.000299973,,Enc_Day_of_Week__4879,0.002383658
Enc_Day_of_Week__3778,-0.002176694,,Enc_Badge_#__16,0.002315791
Enc_Day_of_Week__3779,-0.000817491,,Enc_Stop_Sequence__11657,0.00224953
Enc_Day_of_Week__3802,-0.028078471,,Enc_Transit_Date__5/10/2019,0.002192187
Enc_Day_of_Week__3807,-0.006112706,,Enc_Day_of_Week__3367,0.002187932
Enc_Day_of_Week__3808,0.02589703,,Enc_Transit_Date__12/1/2019,0.002121333
Enc_Day_of_Week__3821,-0.036639326,,Enc_Transit_Date__10/10/2019,0.002114451
Enc_Day_of_Week__3827,-0.01512208,,Enc_Day_of_Week__4826,0.002035764
Enc_Day_of_Week__3830,-0.012626552,,Enc_Stop_Sequence__10670,0.001993076
Enc_Day_of_Week__3831,-0.014416032,,Enc_Day_of_Week__4492,0.001947022
Enc_Day_of_Week__3835,0.01384244,,Enc_Day_of_Week__4703,0.001917647
Enc_Day_of_Week__3848,0.015102365,,Enc_Day_of_Week__3725,0.001876995
Enc_Day_of_Week__3899,-0.031656864,,Enc_Day_of_Week__4835,0.00186012
Enc_Day_of_Week__3948,-0.020571611,,Enc_Transit_Date__12/23/2019,0.001830811
Enc_Day_of_Week__3952,-0.011379232,,Enc_Day_of_Week__4804,0.001825817
Enc_Day_of_Week__3954,0.028664718,,Enc_Transit_Date__10/18/2019,0.001810588
Enc_Day_of_Week__3981,0.001023577,,Enc_Transit_Date__10/29/2019,0.001795854
Enc_Day_of_Week__4043,0.003723379,,Enc_Day_of_Week__4364,0.001791914
Enc_Day_of_Week__4077,-0.000427776,,Enc_Transit_Date__12/7/2019,0.001782272
Enc_Day_of_Week__4080,0.02513137,,Enc_Stop_ID__44.725,0.001772013
Enc_Day_of_Week__4081,0.013214216,,Enc_Stop_Sequence__10903,0.001744914
Enc_Day_of_Week__4104,-0.032279735,,Enc_Transit_Date__11/22/2019,0.001724728
Enc_Day_of_Week__4115,-0.000557036,,Enc_Stop_Sequence__10692,0.001718088
Enc_Day_of_Week__4123,0.01114252,,Enc_Day_of_Week__4540,0.00171578
Enc_Day_of_Week__4124,-0.00298123,,Enc_Transit_Date__3/1/2019,0.001714374
Enc_Day_of_Week__4172,-0.000270773,,Enc_Transit_Date__2/16/2019,0.001713549
Enc_Day_of_Week__4179,0.038115281,,Enc_Day_of_Week__4517,0.001669267
Enc_Day_of_Week__4181,-0.004967493,,Enc_Stop_Sequence__10812,0.001576954
Enc_Day_of_Week__4187,-0.019159906,,Enc_Day_of_Week__4752,0.001567549
Enc_Day_of_Week__4200,0.010825256,,Enc_Transit_Date__10/13/2019,0.00155887
Enc_Day_of_Week__4221,-0.00345612,,Enc_Transit_Date__3/19/2019,0.001557956
Enc_Day_of_Week__4235,-0.014964409,,Enc_Transit_Date__8/26/2019,0.001507929
Enc_Day_of_Week__4246,-0.008909643,,Enc_Transit_Date__12/18/2019,0.001476241
Enc_Day_of_Week__4253,0.005304613,,Enc_Stop_ID__25.118,0.001437186
Enc_Day_of_Week__4262,-0.002895386,,Enc_Transit_Date__10/3/2019,0.001431752
Enc_Day_of_Week__4272,-0.001907358,,Enc_Stop_Sequence__10277,0.001360894
Enc_Day_of_Week__4289,0.010602378,,Enc_Day_of_Week__4707,0.001337423
Enc_Day_of_Week__4290,0.009111932,,Enc_Day_of_Week__4884,0.001328474
Enc_Day_of_Week__4294,0.043805129,,Enc_Day_of_Week__3572,0.001321493
Enc_Day_of_Week__4295,-0.001574653,,Enc_Transit_Date__11/17/2019,0.001319808
Enc_Day_of_Week__4299,0.005263238,,Enc_Transit_Date__4/10/2019,0.001317396
Enc_Day_of_Week__4303,0.023888549,,Enc_Day_of_Week__4919,0.001317143
Enc_Day_of_Week__4308,-0.001714123,,Enc_Transit_Date__9/5/2019,0.001296285
Enc_Day_of_Week__4315,-0.00187724,,Enc_Day_of_Week__4739,0.001280388
Enc_Day_of_Week__4341,-0.005139347,,Enc_Transit_Date__4/23/2019,0.001213887
Enc_Day_of_Week__4355,-0.001266683,,Enc_Transit_Date__10/7/2019,0.001191435
Enc_Day_of_Week__4360,-0.002578972,,Enc_Day_of_Week__4577,0.001174031
Enc_Day_of_Week__4361,-0.00371748,,Enc_Day_of_Week__4624,0.001158869
Enc_Day_of_Week__4364,0.001791914,,Enc_Day_of_Week__4854,0.001129018
Enc_Day_of_Week__4366,-0.017533093,,Enc_Day_of_Week__4910,0.001101128
Enc_Day_of_Week__4369,-0.000765691,,Enc_Day_of_Week__4609,0.001088564
Enc_Day_of_Week__4370,0.012558066,,Enc_Day_of_Week__3981,0.001023577
Enc_Day_of_Week__4374,0.013941456,,Enc_Transit_Date__11/7/2019,0.000979507
Enc_Day_of_Week__4375,-0.002943484,,Enc_Stop_Sequence__10709,0.000978074
Enc_Day_of_Week__4388,0.006853531,,Enc_Day_of_Week__3770,0.00097121
Enc_Day_of_Week__4403,0.000695162,,Enc_Stop_Sequence__10806,0.000942994
Enc_Day_of_Week__4414,-7.28E-05,,Enc_Day_of_Week__4859,0.000941194
Enc_Day_of_Week__4418,-0.000243949,,Enc_Day_of_Week__4682,0.000937888
Enc_Day_of_Week__4424,-0.010939553,,Enc_Badge_#__3,0.000892121
Enc_Day_of_Week__4425,-0.016858879,,Enc_Stop_Sequence__10691,0.000879888
Enc_Day_of_Week__4441,-0.006360973,,Enc_Transit_Date__12/3/2019,0.000787888
Enc_Day_of_Week__4457,-0.004554101,,Enc_Day_of_Week__4776,0.000741939
Enc_Day_of_Week__4465,0.010585065,,Enc_Transit_Date__8/27/2019,0.000740322
Enc_Day_of_Week__4466,-0.002455235,,Enc_Day_of_Week__4924,0.000739787
Enc_Day_of_Week__4472,-0.006971913,,Enc_Transit_Date__6/5/2019,0.000730711
Enc_Day_of_Week__4473,0.000369034,,Enc_Transit_Date__5/18/2019,0.000723322
Enc_Day_of_Week__4476,-0.006570503,,Enc_Stop_Sequence__10876,0.000714913
Enc_Day_of_Week__4478,-0.002337927,,Enc_Day_of_Week__4403,0.000695162
Enc_Day_of_Week__4481,0.023180613,,Enc_Miles__Wednesday,0.000653403
Enc_Day_of_Week__4482,-0.006076588,,Enc_Stop_Sequence__10704,0.00064019
Enc_Day_of_Week__4483,0.0042835,,Enc_Day_of_Week__4669,0.000555075
Enc_Day_of_Week__4487,-0.041175276,,Enc_Day_of_Week__3465,0.000549067
Enc_Day_of_Week__4492,0.001947022,,Enc_Stop_Sequence__10680,0.000539678
Enc_Day_of_Week__4493,5.51E-05,,Enc_Transit_Date__11/5/2019,0.000531619
Enc_Day_of_Week__4496,-0.015619132,,Enc_Day_of_Week__3416,0.000528092
Enc_Day_of_Week__4500,-0.009191381,,Enc_Transit_Date__3/27/2019,0.000525668
Enc_Day_of_Week__4501,-0.003320475,,Enc_Day_of_Week__4611,0.000503329
Enc_Day_of_Week__4514,-0.007985308,,Enc_Stop_Sequence__10254,0.000479971
Enc_Day_of_Week__4516,0.013748007,,Enc_Day_of_Week__4586,0.000454765
Enc_Day_of_Week__4517,0.001669267,,Enc_Day_of_Week__4851,0.000431322
Enc_Day_of_Week__4519,0.006408782,,Enc_Stop_Sequence__10810,0.000399875
Enc_Day_of_Week__4520,0.015813851,,Enc_Day_of_Week__4923,0.000399165
Enc_Day_of_Week__4521,0.003738412,,Enc_Day_of_Week__4574,0.000386864
Enc_Day_of_Week__4522,-0.003575781,,Enc_Transit_Date__4/27/2019,0.000378617
Enc_Day_of_Week__4523,0.024220356,,Enc_Day_of_Week__4473,0.000369034
Enc_Day_of_Week__4525,-0.018807796,,Enc_Stop_Sequence__10824,0.000364492
Enc_Day_of_Week__4527,-0.002628273,,Enc_Transit_Date__11/24/2019,0.000337801
Enc_Day_of_Week__4530,-0.00253339,,Enc_Transit_Date__9/22/2019,0.000332133
Enc_Day_of_Week__4531,-0.009031381,,Enc_Day_of_Week__3777,0.000299973
Enc_Day_of_Week__4540,0.00171578,,Enc_Transit_Date__6/30/2019,0.000280911
Enc_Day_of_Week__4543,0.010999709,,Enc_Transit_Date__12/9/2019,0.000255046
Enc_Day_of_Week__4545,0.04098056,,Enc_Stop_Sequence__10657,0.000251077
Enc_Day_of_Week__4547,-0.016890718,,Enc_Day_of_Week__4905,0.000168363
Enc_Day_of_Week__4549,-0.003162576,,Enc_Stop_ID__40.746,0.000139782
Enc_Day_of_Week__4550,0.012568863,,Enc_Day_of_Week__4734,0.000113316
Enc_Day_of_Week__4553,0.004197109,,Enc_Stop_Sequence__10841,0.000101977
Enc_Day_of_Week__4554,-0.018756273,,Enc_Transit_Date__4/14/2019,9.36293E-05
Enc_Day_of_Week__4559,-0.005534387,,Enc_Transit_Date__5/24/2019,8.67344E-05
Enc_Day_of_Week__4561,0.009040826,,Enc_Day_of_Week__4822,6.49986E-05
Enc_Day_of_Week__4563,-0.004362905,,Enc_Stop_Sequence__10908,6.38895E-05
Enc_Day_of_Week__4565,-0.005650404,,Enc_Day_of_Week__4493,5.50749E-05
Enc_Day_of_Week__4567,-0.013701286,,Enc_Day_of_Week__4668,5.23659E-05
Enc_Day_of_Week__4571,-0.003758777,,Enc_Stop_Sequence__10688,5.1425E-05
Enc_Day_of_Week__4574,0.000386864,,Enc_Transit_Date__4/8/2019,2.46728E-05
Enc_Day_of_Week__4575,0.003087128,,Enc_Transit_Date__9/1/2019,5.7206E-06
Enc_Day_of_Week__4576,0.036275043,,Enc_Day_of_Week__4414,-7.28264E-05
Enc_Day_of_Week__4577,0.001174031,,Enc_Stop_Sequence__10703,-9.53534E-05
Enc_Day_of_Week__4579,-0.000926065,,Enc_Transit_Date__9/3/2019,-0.000158848
Enc_Day_of_Week__4585,-0.007714859,,Enc_Actual_Hour_Depart__14,-0.000197626
Enc_Day_of_Week__4586,0.000454765,,Enc_Day_of_Week__4825,-0.000204566
Enc_Day_of_Week__4590,-0.002287077,,Enc_Transit_Date__11/13/2019,-0.000217001
Enc_Day_of_Week__4594,-0.030209744,,Enc_Day_of_Week__4418,-0.000243949
Enc_Day_of_Week__4595,-0.016902933,,Enc_Day_of_Week__4172,-0.000270773
Enc_Day_of_Week__4601,-0.009996796,,Enc_Block_Number__2591,-0.0003173
Enc_Day_of_Week__4602,0.011541313,,Enc_Transit_Date__11/25/2019,-0.000329723
Enc_Day_of_Week__4603,0.075902216,,Enc_Stop_Sequence__10714,-0.000332545
Enc_Day_of_Week__4605,-0.008659961,,Enc_Day_of_Week__5046,-0.0003822
Enc_Day_of_Week__4606,0.006918136,,Enc_Transit_Date__2/18/2019,-0.000395363
Enc_Day_of_Week__4609,0.001088564,,Enc_Transit_Date__12/13/2019,-0.000395993
Enc_Day_of_Week__4611,0.000503329,,Enc_Day_of_Week__4077,-0.000427776
Enc_Day_of_Week__4620,-0.001320162,,Enc_Transit_Date__8/20/2019,-0.000486292
Enc_Day_of_Week__4624,0.001158869,,Enc_Transit_Date__3/24/2019,-0.000495964
Enc_Day_of_Week__4628,-0.011859255,,Enc_Stop_Sequence__10881,-0.000527874
Enc_Day_of_Week__4630,-0.02815375,,Enc_Transit_Date__8/3/2019,-0.000552657
Enc_Day_of_Week__4633,0.00355745,,Enc_Day_of_Week__4115,-0.000557036
Enc_Day_of_Week__4641,0.004877299,,Enc_Stop_Sequence__10299,-0.000634687
Enc_Day_of_Week__4645,0.045364263,,Enc_Stop_ID__-0.347,-0.000637824
Enc_Day_of_Week__4647,-0.009509454,,Enc_Stop_ID__5.744,-0.000637824
Enc_Day_of_Week__4649,0.005870671,,Enc_Transit_Date__3/2/2019,-0.000694475
Enc_Day_of_Week__4651,0.010079529,,Enc_Stop_Sequence__11664,-0.000734121
Enc_Day_of_Week__4655,0.020855881,,Enc_Stop_Sequence__10696,-0.000765103
Enc_Day_of_Week__4658,0.004731867,,Enc_Day_of_Week__4369,-0.000765691
Enc_Day_of_Week__4660,0.030842626,,Enc_Transit_Date__4/25/2019,-0.000774263
Enc_Day_of_Week__4665,-0.007083551,,Enc_Day_of_Week__5014,-0.000791109
Enc_Day_of_Week__4666,0.002810688,,Enc_Transit_Date__9/9/2019,-0.000793297
Enc_Day_of_Week__4667,-0.008355919,,Enc_Day_of_Week__4815,-0.000815257
Enc_Day_of_Week__4668,5.24E-05,,Enc_Day_of_Week__3779,-0.000817491
Enc_Day_of_Week__4669,0.000555075,,Enc_Day_of_Week__4774,-0.000875392
Enc_Day_of_Week__4670,-0.002984732,,Enc_Day_of_Week__4679,-0.000892816
Enc_Day_of_Week__4672,0.007517946,,Enc_Stop_Sequence__10669,-0.000895679
Enc_Day_of_Week__4673,0.028607823,,Enc_Stop_Sequence__10840,-0.000895679
Enc_Day_of_Week__4674,-0.004269308,,Enc_Day_of_Week__4579,-0.000926065
Enc_Day_of_Week__4675,0.0226195,,Enc_Day_of_Week__4839,-0.000956782
Enc_Day_of_Week__4677,-0.021239269,,Enc_Day_of_Week__3615,-0.000992392
Enc_Day_of_Week__4678,0.003561698,,Enc_Transit_Date__12/17/2019,-0.001013084
Enc_Day_of_Week__4679,-0.000892816,,Enc_Transit_Date__11/6/2019,-0.001084459
Enc_Day_of_Week__4681,0.00248719,,Enc_Transit_Date__7/19/2019,-0.001098232
Enc_Day_of_Week__4682,0.000937888,,Enc_Stop_Sequence__10866,-0.001136753
Enc_Day_of_Week__4683,0.003460015,,Enc_Stop_ID__10.793,-0.001137276
Enc_Day_of_Week__4684,0.006735715,,Enc_Day_of_Week__3172,-0.001179285
Enc_Day_of_Week__4687,-0.001513368,,Enc_Day_of_Week__4748,-0.001193959
Enc_Day_of_Week__4688,0.011503638,,Enc_Day_of_Week__4878,-0.001218521
Enc_Day_of_Week__4693,-0.003390841,,Enc_Day_of_Week__4847,-0.001245972
Enc_Day_of_Week__4696,-0.026175272,,Enc_Day_of_Week__4355,-0.001266683
Enc_Day_of_Week__4698,0.002764697,,Enc_Transit_Date__6/25/2019,-0.001280592
Enc_Day_of_Week__4699,0.011228994,,Enc_Day_of_Week__4741,-0.001294459
Enc_Day_of_Week__4701,0.018310667,,Enc_Day_of_Week__4886,-0.001308979
Enc_Day_of_Week__4703,0.001917647,,Enc_Day_of_Week__4620,-0.001320162
Enc_Day_of_Week__4705,-0.002076759,,Enc_Transit_Date__4/18/2019,-0.00132613
Enc_Day_of_Week__4706,0.023279232,,Enc_Stop_ID__78.18,-0.001375984
Enc_Day_of_Week__4707,0.001337423,,Enc_Transit_Date__8/10/2019,-0.001400121
Enc_Day_of_Week__4708,0.005675625,,Enc_Stop_Sequence__10294,-0.001414315
Enc_Day_of_Week__4709,0.01400784,,Enc_Transit_Date__11/4/2019,-0.001423388
Enc_Day_of_Week__4710,0.009677307,,Enc_Day_of_Week__4770,-0.001462042
Enc_Day_of_Week__4730,-0.024449462,,Enc_Day_of_Week__4687,-0.001513368
Enc_Day_of_Week__4732,-0.011894179,,Enc_Day_of_Week__4834,-0.001527147
Enc_Day_of_Week__4734,0.000113316,,Enc_Stop_Sequence__10110,-0.001551366
Enc_Day_of_Week__4736,0.008004023,,Enc_Day_of_Week__4824,-0.001553085
Enc_Day_of_Week__4737,-0.009996687,,Enc_Day_of_Week__5048,-0.001559384
Enc_Day_of_Week__4739,0.001280388,,Enc_Day_of_Week__4295,-0.001574653
Enc_Day_of_Week__4740,0.00558856,,Enc_Day_of_Week__4925,-0.001579415
Enc_Day_of_Week__4741,-0.001294459,,Enc_Stop_ID__2.044,-0.001591133
Enc_Day_of_Week__4742,0.00447626,,Enc_Actual_Hour_Depart__0,-0.00159615
Enc_Day_of_Week__4744,0.003928503,,Enc_Transit_Date__5/17/2019,-0.001599415
Enc_Day_of_Week__4745,-0.006669011,,Enc_Stop_Sequence__10289,-0.001636597
Enc_Day_of_Week__4747,0.011658837,,Enc_Stop_ID__13.927,-0.001661733
Enc_Day_of_Week__4748,-0.001193959,,Enc_Stop_ID__46.178,-0.001682926
Enc_Day_of_Week__4749,-0.004193674,,Enc_Day_of_Week__3691,-0.001702026
Enc_Day_of_Week__4751,0.009488599,,Enc_Day_of_Week__4308,-0.001714123
Enc_Day_of_Week__4752,0.001567549,,Enc_Stop_Sequence__10287,-0.001735378
Enc_Day_of_Week__4753,-0.010683916,,Enc_Day_of_Week__4935,-0.001780721
Enc_Day_of_Week__4768,0.019108093,,Enc_Day_of_Week__5012,-0.001819215
Enc_Day_of_Week__4769,-0.010639421,,Enc_Stop_Sequence__10631,-0.001827111
Enc_Day_of_Week__4770,-0.001462042,,Enc_Stop_Sequence__10850,-0.00186339
Enc_Day_of_Week__4774,-0.000875392,,Enc_Day_of_Week__4315,-0.00187724
Enc_Day_of_Week__4776,0.000741939,,Enc_Transit_Date__5/16/2019,-0.001895477
Enc_Day_of_Week__4777,-0.002426479,,Enc_Transit_Date__4/19/2019,-0.001897788
Enc_Day_of_Week__4784,-0.00457492,,Enc_Day_of_Week__5019,-0.001899065
Enc_Day_of_Week__4788,-0.010352295,,Enc_Day_of_Week__4272,-0.001907358
